claim_no,accident_year,occurrence_period,claim_size,notidel,setldel,report_dy,cum_paid_observed,cum_paid_full,reserve_true,ibnr_flag,claim_type
257,4,4,154159.4,0.13429097878165638,6.076790554414784,1,154159.4,154159.4,0.0,0,Bodily
258,10,10,473574.88,0.0769834907597536,3.7287314168377823,1,265577.0,473574.88,207997.88,0,Bodily
259,9,9,132463.41,0.006036112251882272,5.759540451745379,1,45293.5,132463.41,87169.91,0,Bodily
260,1,1,31237.5,0.006222121834360027,0.032626748802190284,1,31237.5,31237.5,0.0,0,Bodily
261,9,9,531846.982,0.12587509924709103,1.7436198494182067,1,192178.102,531846.982,339668.87999999995,0,Bodily
262,10,10,17553.2,0.03484514715947981,0.5605082272416153,1,17553.2,17553.2,0.0,0,Bodily
263,9,9,53092.5,0.09537905544147844,1.055917672826831,1,53092.5,53092.5,0.0,0,Bodily
264,7,7,44569.46,0.0762911704312115,1.5001062833675565,1,44569.46,44569.46,0.0,0,Bodily
265,5,5,38427.0,0.031068720054757016,5.27600848733744,1,13550.1,38427.0,24876.9,0,Bodily
266,2,2,58175.0,0.4295135660506503,0.42789555099247095,2,58175.0,58175.0,0.0,0,Bodily
267,4,4,31713.65,0.267726379192334,3.651101793292266,1,31713.65,31713.65,0.0,0,Bodily
268,7,7,32852.3,0.3188843258042437,0.7338919917864477,1,32852.3,32852.3,0.0,0,Bodily
269,3,3,1462963.369,0.006849308692676249,4.909382012320329,1,1462963.369,1462963.369,0.0,0,Bodily
270,7,7,138559.8,0.057922026009582475,13.551205338809035,1,48713.4,138559.8,89846.4,0,Bodily
271,4,4,266763.33,0.245638083504449,8.991493579739904,1,263910.08,266763.33,2853.25,0,Bodily
272,10,10,698807.0,0.036985872689938394,1.4045000958247775,1,0.0,698807.0,698807.0,0,Bodily
273,8,8,30574.88,0.01127668720054757,1.5913990965092402,1,30574.88,30574.88,0.0,0,Bodily
274,6,6,477102.93000000005,0.011967337440109513,3.7893444763860367,1,477102.93000000005,477102.93000000005,0.0,0,Bodily
275,4,4,28393.39,0.34403608487337445,2.9595748391512666,1,28393.39,28393.39,0.0,0,Bodily
276,1,1,4050.69,0.0701613415468857,1.82022765229295,1,4050.69,4050.69,0.0,0,Bodily
277,7,7,122767.39000000001,0.11916224503764546,1.4476465434633814,1,122767.39000000001,122767.39000000001,0.0,0,Bodily
278,1,1,122183.40000000001,0.11467564681724846,1.2747293086926763,2,122183.40000000001,122183.40000000001,0.0,0,Bodily
279,9,9,335911.47,0.18595802874743328,6.266107159479809,1,291305.27,335911.47,44606.19999999995,0,Bodily
280,3,3,178331.22,0.04229516769336071,0.9072928131416838,1,178331.22,178331.22,0.0,0,Bodily
281,5,5,306679.57,0.05910247775496235,5.616449993155372,1,305043.8,306679.57,1635.7700000000186,0,Bodily
282,1,1,345909.498,0.1700108966461328,2.340292922655715,2,345909.498,345909.498,0.0,0,Bodily
283,1,1,109179.0,0.29795044490075295,1.034085941136208,1,109179.0,109179.0,0.0,0,Bodily
284,2,2,136273.456,0.14610450376454484,5.431903326488706,1,136273.456,136273.456,0.0,0,Bodily
285,7,7,9026.55,0.07846409308692677,0.38965724845995897,2,9026.55,9026.55,0.0,0,Bodily
286,5,5,4881.22,0.1722163449691992,0.2298352087611225,1,4881.22,4881.22,0.0,0,Bodily
287,5,5,3678.0,0.12691937029431896,0.40646154688569475,1,3678.0,3678.0,0.0,0,Bodily
288,5,5,14620.9,1.1158876386036962,1.1133348391512663,3,14620.9,14620.9,0.0,0,Bodily
289,4,4,600321.0,0.032430390143737164,0.8197186584531142,1,600321.0,600321.0,0.0,0,Bodily
290,6,6,28785.2,0.39967728952772075,0.3991218069815195,1,28785.2,28785.2,0.0,0,Bodily
291,10,10,81434.19,0.0,2.3409009993155374,1,69699.3,81434.19,11734.89,0,Bodily
292,5,5,68671.01000000001,0.30160301163586584,2.9745702395619436,2,68671.01000000001,68671.01000000001,0.0,0,Bodily
293,8,8,16630.7,0.09171353867214237,2.614554031485284,2,7205.6900000000005,16630.7,9425.01,0,Bodily
294,6,6,12372.95,0.17778496919917866,4.552555701574264,1,3684.3,12372.95,8688.650000000001,0,Bodily
295,7,7,12953.2,0.4956486789869952,6.748747433264887,1,0.0,12953.2,12953.2,0,Bodily
296,8,8,26836.3,0.02489973990417522,0.28303685147159485,1,26836.3,26836.3,0.0,0,Bodily
297,3,3,669704.85,0.889235099247091,1.8674426283367556,2,669704.85,669704.85,0.0,0,Bodily
298,1,1,91615.6,0.9103751403148529,0.9082730458590007,2,91615.6,91615.6,0.0,0,Bodily
299,8,8,14840.3,0.044102121834360034,1.0420094455852156,1,14840.3,14840.3,0.0,0,Bodily
300,2,2,160273.51,0.06422354551676933,5.564386036960986,1,160273.51,160273.51,0.0,0,Bodily
301,10,10,4183.86,0.4411647638603696,0.8742177412731006,2,0.0,4183.86,4183.86,1,Bodily
302,2,2,80339.61,0.001770924024640657,3.292626392881588,1,80339.61,80339.61,0.0,0,Bodily
303,1,1,8862.689999999999,0.08699200547570157,2.970327392197125,1,8862.689999999999,8862.689999999999,0.0,0,Bodily
304,1,1,436729.7,0.5062062696783025,3.3286948117727584,2,436729.7,436729.7,0.0,0,Bodily
305,6,6,30356.21,0.021781054072553048,0.7035271457905544,1,30356.21,30356.21,0.0,0,Bodily
306,2,2,22388.796,0.032133579739904175,1.6271967419575633,1,22388.796,22388.796,0.0,0,Bodily
307,7,7,389700.0,0.18292112251882273,1.9969875154004106,1,389700.0,389700.0,0.0,0,Bodily
308,3,3,34889.270000000004,0.032996386036960985,1.8224275154004108,1,34889.270000000004,34889.270000000004,0.0,0,Bodily
309,8,8,36620.98,0.0,4.265052621492129,1,28779.550000000003,36620.98,7841.43,0,Bodily
310,1,1,141626.6,0.07793535934291582,4.077347460643395,1,141626.6,141626.6,0.0,0,Bodily
311,4,4,505300.0,0.018258398357289526,4.6264459137577,1,505300.0,505300.0,0.0,0,Bodily
312,8,8,5338.84,0.054414592744695414,1.2162284188911705,2,5338.84,5338.84,0.0,0,Bodily
313,2,2,208997.0,0.44798839151266256,1.5488539082819988,1,208997.0,208997.0,0.0,0,Bodily
314,4,4,218157.1,0.04955014373716632,6.158215249828884,1,218157.1,218157.1,0.0,0,Bodily
315,9,9,18212.4,0.23492232717316908,0.6383344832306639,2,18212.4,18212.4,0.0,0,Bodily
316,4,4,6958.78,0.030056262833675566,0.24721382614647502,1,6958.78,6958.78,0.0,0,Bodily
317,10,10,42291.39,0.18043200547570157,2.3640183709787816,1,40162.54,42291.39,2128.8499999999985,0,Bodily
318,7,7,601077.6799999999,0.06489705681040384,2.4203277207392198,1,601077.6799999999,601077.6799999999,0.0,0,Bodily
319,9,9,35895.646,0.8862616837782341,1.2989964407939767,1,35895.646,35895.646,0.0,0,Bodily
320,7,7,212856.748,0.28862075290896644,4.619526132785763,1,92510.74799999999,212856.748,120346.0,0,Bodily
321,1,1,24506.8,0.07703712525667351,0.5301829431895961,1,24506.8,24506.8,0.0,0,Bodily
322,10,10,5260.879999999999,0.1383919780971937,2.888881451060917,2,0.0,5260.879999999999,5260.879999999999,1,Bodily
323,5,5,37380.98,0.03149054072553046,0.5090771526351814,1,37380.98,37380.98,0.0,0,Bodily
324,1,1,109869.7,0.12426324435318274,1.3052928678986995,1,109869.7,109869.7,0.0,0,Bodily
325,10,10,160230.7,0.014653579739904176,0.5521000684462697,1,160230.7,160230.7,0.0,0,Bodily
326,10,10,218056.7,0.038154058863791925,1.1804156057494868,1,0.0,218056.7,218056.7,0,Bodily
327,9,9,16908.7,0.00487088295687885,2.0174775359342916,1,0.0,16908.7,16908.7,0,Bodily
328,8,8,465808.69,0.06891304585900068,2.343476851471595,1,465808.69,465808.69,0.0,0,Bodily
329,4,4,405.318,0.07011644079397673,0.1601559206023272,1,405.318,405.318,0.0,0,Bodily
330,4,4,82342.7,0.037826009582477754,1.3912036413415467,1,82342.7,82342.7,0.0,0,Bodily
331,6,6,65944.404,0.16242600958247774,3.5773357152635183,1,65944.404,65944.404,0.0,0,Bodily
332,3,3,17171.64,1.571249336071184,2.2062782203969884,2,17171.64,17171.64,0.0,0,Bodily
333,2,2,21090.65,0.4742135523613963,3.4363752498288846,2,21090.65,21090.65,0.0,0,Bodily
334,7,7,22886.219999999998,2.19546250513347,11.859523915126625,3,21235.6,22886.219999999998,1650.619999999999,0,Bodily
335,10,10,85093.34,0.046469787816563995,4.099846269678302,1,0.0,85093.34,85093.34,0,Bodily
336,9,9,29255.43,0.10527939767282683,4.819009582477755,1,11913.9,29255.43,17341.53,0,Bodily
337,3,3,483496.9,0.015865188227241617,1.0733556468172483,1,483496.9,483496.9,0.0,0,Bodily
338,4,4,833170.14,0.07298496919917866,1.7485639425051336,1,833170.14,833170.14,0.0,0,Bodily
339,5,5,498124.3,0.048977604380561264,1.158748966461328,1,498124.3,498124.3,0.0,0,Bodily
340,8,8,57488.96,0.037885667351129367,3.3049769199178645,1,48453.6,57488.96,9035.36,0,Bodily
341,8,8,22029.0,0.6075557563312799,1.6836317864476387,2,22029.0,22029.0,0.0,0,Bodily
342,1,1,22221.208,0.026114551676933606,8.579450349075977,1,22221.208,22221.208,0.0,0,Bodily
343,1,1,179641.19,0.0601311704312115,2.8352918001368925,1,179641.19,179641.19,0.0,0,Bodily
344,1,1,218475.0,0.09230236824093087,0.6690666666666666,1,218475.0,218475.0,0.0,0,Bodily
345,8,8,222331.88999999998,1.0813290896646133,4.7214210266940455,2,59393.68,222331.88999999998,162938.21,0,Bodily
346,5,5,8179.64,0.062241122518822724,0.9870994934976044,1,8179.64,8179.64,0.0,0,Bodily
347,7,7,1567.64,1.062266830937714,1.230368268309377,2,1567.64,1567.64,0.0,0,Bodily
348,4,4,86299.81300000001,0.00788312114989733,3.795890020533881,1,86299.81300000001,86299.81300000001,0.0,0,Bodily
349,5,5,122651.0,0.2128375085557837,3.5999526899383985,1,122651.0,122651.0,0.0,0,Bodily
350,6,6,378905.43,0.13341472963723477,3.8260301711156743,1,378905.43,378905.43,0.0,0,Bodily
351,5,5,69473.842,0.01272435318275154,1.05601401779603,1,69473.842,69473.842,0.0,0,Bodily
352,3,3,56072.635,0.40909678302532515,2.120944640657084,1,56072.635,56072.635,0.0,0,Bodily
353,10,10,133090.83000000002,0.04661026694045174,2.8084466255989047,1,5809.43,133090.83000000002,127281.40000000002,0,Bodily
354,2,2,11392.103000000001,0.08268361396303903,2.2978568651608486,1,11392.103000000001,11392.103000000001,0.0,0,Bodily
355,4,4,19145.370000000003,0.07761582477754962,3.4745532648870636,1,19145.370000000003,19145.370000000003,0.0,0,Bodily
356,8,8,37699.05,0.20002390143737167,8.627522792607802,1,5733.25,37699.05,31965.800000000003,0,Bodily
357,5,5,77795.9,0.06548013689253936,0.5046808213552362,1,77795.9,77795.9,0.0,0,Bodily
358,5,5,892177.9,1.7247680492813142,1.7244975222450376,3,892177.9,892177.9,0.0,0,Bodily
359,6,6,70490.5,0.04904925393566051,1.2736602053388089,1,70490.5,70490.5,0.0,0,Bodily
360,10,10,95311.17,0.013875893223819302,1.731787241615332,1,0.0,95311.17,95311.17,0,Bodily
361,1,1,231317.18899999998,0.2966426009582478,5.770964736481862,1,231317.18899999998,231317.18899999998,0.0,0,Bodily
362,3,3,49711.58,0.7509567145790554,1.064327638603696,1,49711.58,49711.58,0.0,0,Bodily
363,4,4,120803.2,0.22353062286105407,3.1462947843942506,1,120803.2,120803.2,0.0,0,Bodily
364,7,7,21498.79,4.517453798767967,4.514870663928815,5,0.0,21498.79,21498.79,1,Bodily
365,2,2,543387.0,0.5266377275838466,2.132002354551677,1,543387.0,543387.0,0.0,0,Bodily
366,5,5,465902.368,0.14802516084873374,1.55678212183436,2,465902.368,465902.368,0.0,0,Bodily
367,1,1,54665.5,0.02332459958932238,0.36001467488021904,1,54665.5,54665.5,0.0,0,Bodily
368,4,4,20474.33,0.05899488021902806,1.5771081451060918,2,20474.33,20474.33,0.0,0,Bodily
369,5,5,315246.1,0.013259603011635866,6.246463080082136,1,94207.1,315246.1,221038.99999999997,0,Bodily
370,5,5,282745.76,0.601996358658453,6.055537467488022,1,262320.76,282745.76,20425.0,0,Bodily
371,3,3,49101.874,0.1433895961670089,3.1856153045859,1,49101.874,49101.874,0.0,0,Bodily
372,8,8,765822.5900000001,0.037353182751540044,4.313175468856947,1,761286.36,765822.5900000001,4536.230000000098,0,Bodily
373,6,6,911247.38,0.06994600958247775,2.6160592744695412,1,911247.38,911247.38,0.0,0,Bodily
374,3,3,522376.1,0.032155154004106776,1.9511799041752225,1,522376.1,522376.1,0.0,0,Bodily
375,7,7,262510.06,0.037929856262833676,2.170346173853525,1,262510.06,262510.06,0.0,0,Bodily
376,6,6,71917.13,0.432198302532512,3.8745500616016426,1,71917.13,71917.13,0.0,0,Bodily
377,4,4,6337.48,0.054182039698836414,1.768969993155373,1,6337.48,6337.48,0.0,0,Bodily
378,8,8,110855.0,0.04740917180013689,6.311401095140314,1,0.0,110855.0,110855.0,0,Bodily
379,8,8,126363.0,0.02850450376454483,0.22049371663244355,1,126363.0,126363.0,0.0,0,Bodily
380,7,7,153678.446,0.06906162902121835,3.555854893908282,1,153678.446,153678.446,0.0,0,Bodily
381,5,5,8607.91,0.4484633812457221,0.8005667624914442,2,8607.91,8607.91,0.0,0,Bodily
382,4,4,766194.84,0.1527366187542779,1.4049669815195072,1,766194.84,766194.84,0.0,0,Bodily
383,9,9,27324.2,0.035970431211498975,0.10011816563997263,1,27324.2,27324.2,0.0,0,Bodily
384,8,8,204098.24,2.0286016974674883,2.0282218480492813,3,204098.24,204098.24,0.0,0,Bodily
385,6,6,69870.066,0.02294781656399726,2.3422386310746064,1,69870.066,69870.066,0.0,0,Bodily
386,9,9,424934.7,1.7120221765913757,4.968906666666666,3,0.0,424934.7,424934.7,1,Bodily
387,5,5,94905.3,0.006256454483230664,0.7544694592744695,1,94905.3,94905.3,0.0,0,Bodily
388,6,6,4997.69,0.08566286105407256,2.853735085557837,1,4997.69,4997.69,0.0,0,Bodily
389,6,6,322076.72,0.7274897193702943,1.4013502806297056,2,322076.72,322076.72,0.0,0,Bodily
390,2,2,919674.7,0.4128038056125941,2.5754794250513346,2,919674.7,919674.7,0.0,0,Bodily
391,5,5,195711.03,0.06883534565366188,10.144139192334018,1,140355.22999999998,195711.03,55355.80000000002,0,Bodily
392,5,5,923127.3,0.2574562902121834,2.630000191649555,2,923127.3,923127.3,0.0,0,Bodily
393,9,9,103846.9,0.32650655715263516,1.5119640520191648,2,46675.4,103846.9,57171.49999999999,0,Bodily
394,6,6,68945.287,0.10212331279945243,1.1985152087611226,1,68945.287,68945.287,0.0,0,Bodily
395,2,2,213387.77,0.08689185489390829,1.1927336892539355,2,213387.77,213387.77,0.0,0,Bodily
396,9,9,541658.3,0.037655824777549626,2.0336783846680357,1,70623.3,541658.3,471035.00000000006,0,Bodily
397,4,4,52902.24,0.050106228610540725,3.4534301163586583,1,52902.24,52902.24,0.0,0,Bodily
398,5,5,90128.95999999999,0.11053445585215606,2.4577771389459278,1,90128.95999999999,90128.95999999999,0.0,0,Bodily
399,2,2,188531.5,0.013335304585900067,1.5781189048596853,1,188531.5,188531.5,0.0,0,Bodily
400,4,4,33271.1,0.05094286105407255,0.33182078028747436,1,33271.1,33271.1,0.0,0,Bodily
401,1,1,93.4529,0.1737434907597536,3.0511518138261464,1,93.4529,93.4529,0.0,0,Bodily
402,1,1,467746.71,0.04302880219028063,2.5320745790554415,1,467746.71,467746.71,0.0,0,Bodily
403,5,5,256075.30999999997,0.16265998631074607,3.2208367419575636,1,256075.30999999997,256075.30999999997,0.0,0,Bodily
404,2,2,4490.86,0.0009737987679671458,1.1278951676933606,1,4490.86,4490.86,0.0,0,Bodily
405,1,1,97656.72,0.26088451745379876,3.5271018480492815,2,97656.72,97656.72,0.0,0,Bodily
406,3,3,31992.689000000002,0.6526406844626969,1.9040031211498973,2,31992.689000000002,31992.689000000002,0.0,0,Bodily
407,1,1,274891.5,0.007562874743326489,1.3405696646132788,1,274891.5,274891.5,0.0,0,Bodily
408,7,7,144774.285,1.0839808350444902,5.542242984257357,2,54900.585,144774.285,89873.70000000001,0,Bodily
409,9,9,435903.89,0.9773141136208077,0.9758741409993155,2,435903.89,435903.89,0.0,0,Bodily
410,5,5,311965.4,1.5764763039014376,1.5744104038329911,3,311965.4,311965.4,0.0,0,Bodily
411,8,8,10185.06,0.05831939767282683,5.755161998631074,1,6604.1,10185.06,3580.959999999999,0,Bodily
412,7,7,52863.4,0.029767939767282686,6.9391353045859,1,25547.7,52863.4,27315.7,0,Bodily
413,6,6,22926.520999999997,0.05707104722792608,1.5281577002053388,1,22926.520999999997,22926.520999999997,0.0,0,Bodily
414,7,7,6258.06,1.2063269541409993,1.2044418617385353,2,6258.06,6258.06,0.0,0,Bodily
415,4,4,333072.6,2.3476191101984942,2.3473207665982203,3,333072.6,333072.6,0.0,0,Bodily
416,7,7,9491.43,0.5571283504449007,1.7287718548939084,2,9491.43,9491.43,0.0,0,Bodily
417,7,7,132862.1,0.03324229979466119,0.9146686105407256,1,132862.1,132862.1,0.0,0,Bodily
418,5,5,30470.867,0.0990364681724846,0.49727767282683094,1,30470.867,30470.867,0.0,0,Bodily
419,4,4,271416.1,0.0064654893908282,3.4856502943189596,1,271416.1,271416.1,0.0,0,Bodily
420,5,5,163010.58,0.17375849418206707,1.4231493223819303,1,163010.58,163010.58,0.0,0,Bodily
421,7,7,59473.3,0.04427791923340178,0.9362303353867214,1,59473.3,59473.3,0.0,0,Bodily
422,1,1,178908.96,0.03446639288158795,1.1622173032169747,1,178908.96,178908.96,0.0,0,Bodily
423,6,6,33120.459,0.035888432580424366,4.2677211225188225,1,33120.459,33120.459,0.0,0,Bodily
424,6,6,92364.2,0.12226978781656399,1.277766187542779,2,92364.2,92364.2,0.0,0,Bodily
425,6,6,228120.5,0.34669409993155376,7.734448569472963,2,47399.5,228120.5,180721.0,0,Bodily
426,6,6,12325.6,0.2539495140314853,1.0026062970568104,1,12325.6,12325.6,0.0,0,Bodily
427,9,9,29954.9,0.05891134839151266,0.23812692676249142,1,29954.9,29954.9,0.0,0,Bodily
428,1,1,42816.270000000004,2.543345927446954,2.542180396988364,3,42816.270000000004,42816.270000000004,0.0,0,Bodily
429,8,8,62492.8,0.07067682409308693,4.609968240930869,1,25397.1,62492.8,37095.700000000004,0,Bodily
430,8,8,861775.12,0.003860643394934976,1.481763613963039,1,861775.12,861775.12,0.0,0,Bodily
431,4,4,59315.1,0.01806409308692676,0.9453791101984941,1,59315.1,59315.1,0.0,0,Bodily
432,1,1,78200.0,0.0039442026009582475,2.844035044490075,1,78200.0,78200.0,0.0,0,Bodily
433,6,6,182283.3,0.5478790965092402,0.5471029705681041,1,182283.3,182283.3,0.0,0,Bodily
434,7,7,38004.7,3.545638494182067,3.5450086242299794,5,0.0,38004.7,38004.7,1,Bodily
435,5,5,10253.759999999998,0.026187707049965776,7.7411361806981525,1,5334.73,10253.759999999998,4919.029999999999,0,Bodily
436,1,1,162759.0,0.005358412046543463,9.710937878165641,1,0.0,162759.0,162759.0,0,Bodily
437,2,2,43029.6,0.12646450376454482,2.873018918548939,1,43029.6,43029.6,0.0,0,Bodily
438,6,6,2653.51,1.2604156878850103,1.2577397399041752,2,2653.51,2653.51,0.0,0,Bodily
439,3,3,8689.49,0.6040462970568103,0.6029864476386038,2,8689.49,8689.49,0.0,0,Bodily
440,4,4,2026.27,0.09669514031485284,1.976696536618754,1,2026.27,2026.27,0.0,0,Bodily
441,1,1,206487.26,0.1390884052019165,1.2358937440109514,1,206487.26,206487.26,0.0,0,Bodily
442,5,5,3888.03,0.04091791923340178,0.16688941820670772,1,3888.03,3888.03,0.0,0,Bodily
443,1,1,322621.7,0.05567630390143737,3.3462871184120466,1,322621.7,322621.7,0.0,0,Bodily
444,1,1,52965.74,0.06260109514031485,1.018813223819302,1,52965.74,52965.74,0.0,0,Bodily
445,2,2,641980.73,0.11395477070499659,0.7470887337440109,1,641980.73,641980.73,0.0,0,Bodily
446,3,3,42738.590000000004,0.0940209993155373,0.8878781656399726,1,42738.590000000004,42738.590000000004,0.0,0,Bodily
447,7,7,3152876.5300000003,0.07629568788501026,3.6606065708418893,1,3152876.5300000003,3152876.5300000003,0.0,0,Bodily
448,10,10,133534.0,0.020531526351813826,0.21729081451060916,1,133534.0,133534.0,0.0,0,Bodily
449,7,7,54794.44,0.07471638603696099,2.2039647912388776,1,54794.44,54794.44,0.0,0,Bodily
450,10,10,104168.6,0.061803011635865844,0.8933134017796031,1,0.0,104168.6,104168.6,0,Bodily
451,9,9,171480.12,0.1415969609856263,11.610562600958248,1,56803.9,171480.12,114676.22,0,Bodily
452,2,2,114314.126,0.023528788501026694,1.324729363449692,1,114314.126,114314.126,0.0,0,Bodily
453,7,7,4752.143,0.17278162902121835,7.317141300479124,1,3975.87,4752.143,776.2730000000001,0,Bodily
454,6,6,106926.0,0.06607707049965778,1.410547022587269,1,106926.0,106926.0,0.0,0,Bodily
455,4,4,92218.7,0.015256563997262149,0.5208391238877481,1,92218.7,92218.7,0.0,0,Bodily
456,4,4,52181.46,0.04785557837097878,1.9690410130047913,1,52181.46,52181.46,0.0,0,Bodily
457,6,6,90872.9,0.08467939767282684,0.9905241067761807,1,90872.9,90872.9,0.0,0,Bodily
458,2,2,19253.89,0.5557086379192334,1.241114661190965,2,19253.89,19253.89,0.0,0,Bodily
459,3,3,11120.84,0.10153273100616016,4.507156577686517,1,11120.84,11120.84,0.0,0,Bodily
460,10,10,335567.7,0.037182313483915125,10.330089472963722,1,23680.5,335567.7,311887.2,0,Bodily
461,6,6,817036.22,0.12128670773442847,3.5586262286105406,1,817036.22,817036.22,0.0,0,Bodily
462,9,9,39724.3,0.06338948665297742,2.668535277207392,1,15592.8,39724.3,24131.500000000004,0,Bodily
463,2,2,162846.7,0.009448131416837783,1.9998308829568787,1,162846.7,162846.7,0.0,0,Bodily
464,8,8,30395.5,0.406345325119781,2.1884520465434636,2,10672.1,30395.5,19723.4,0,Bodily
465,6,6,48609.6,0.03792977412731006,2.745610924024641,1,48609.6,48609.6,0.0,0,Bodily
