claim_no,accident_year,occurrence_period,dev_lag,payment_period,claim_size,payment_size,observed_flag
44,8,8,10,17,124591.331,11072.7,0
45,9,9,1,9,178218.06,4028.79,1
45,9,9,2,10,178218.06,38708.1,1
45,9,9,3,11,178218.06,34058.7,0
45,9,9,3,11,178218.06,6570.57,0
45,9,9,3,11,178218.06,2976.06,0
45,9,9,3,11,178218.06,5991.13,0
45,9,9,3,11,178218.06,6731.75,0
45,9,9,4,12,178218.06,11693.0,0
45,9,9,4,12,178218.06,4653.73,0
45,9,9,4,12,178218.06,7070.63,0
45,9,9,4,12,178218.06,1938.72,0
45,9,9,5,13,178218.06,4099.45,0
45,9,9,5,13,178218.06,11092.2,0
45,9,9,7,15,178218.06,19543.6,0
45,9,9,7,15,178218.06,12376.6,0
45,9,9,10,18,178218.06,4142.86,0
45,9,9,12,20,178218.06,2542.17,0
46,4,4,2,5,210143.9,6710.64,1
46,4,4,2,5,210143.9,14260.2,1
46,4,4,2,5,210143.9,12983.3,1
46,4,4,3,6,210143.9,20845.1,1
46,4,4,3,6,210143.9,19291.6,1
46,4,4,3,6,210143.9,4537.8,1
46,4,4,3,6,210143.9,7057.26,1
46,4,4,3,6,210143.9,3626.12,1
46,4,4,4,7,210143.9,15715.6,1
46,4,4,4,7,210143.9,34408.6,1
46,4,4,4,7,210143.9,2872.69,1
46,4,4,5,8,210143.9,27273.2,1
46,4,4,5,8,210143.9,5843.65,1
46,4,4,6,9,210143.9,1168.04,1
46,4,4,6,9,210143.9,14078.8,1
46,4,4,7,10,210143.9,14979.3,1
46,4,4,8,11,210143.9,4492.0,0
47,8,8,2,9,183520.64,19755.4,1
47,8,8,3,10,183520.64,9636.68,1
47,8,8,3,10,183520.64,11533.4,1
47,8,8,4,11,183520.64,11808.2,0
47,8,8,4,11,183520.64,19904.9,0
47,8,8,4,11,183520.64,27516.1,0
47,8,8,4,11,183520.64,23733.8,0
47,8,8,5,12,183520.64,22335.4,0
47,8,8,5,12,183520.64,5637.67,0
47,8,8,5,12,183520.64,1286.99,0
47,8,8,7,14,183520.64,16078.5,0
47,8,8,8,15,183520.64,4705.44,0
47,8,8,9,16,183520.64,3727.27,0
47,8,8,12,19,183520.64,5860.89,0
48,6,6,2,7,310051.4,5531.03,1
48,6,6,2,7,310051.4,10631.6,1
48,6,6,3,8,310051.4,19341.6,1
48,6,6,3,8,310051.4,18551.9,1
48,6,6,3,8,310051.4,93279.1,1
48,6,6,3,8,310051.4,17769.1,1
48,6,6,3,8,310051.4,1562.68,1
48,6,6,4,9,310051.4,39484.1,1
48,6,6,4,9,310051.4,48636.6,1
48,6,6,4,9,310051.4,16017.7,1
48,6,6,4,9,310051.4,13984.7,1
48,6,6,5,10,310051.4,10421.6,1
48,6,6,6,11,310051.4,4000.07,0
48,6,6,6,11,310051.4,3301.91,0
48,6,6,7,12,310051.4,7537.71,0
49,1,1,1,1,201007.768,3732.24,1
49,1,1,2,2,201007.768,10110.8,1
49,1,1,2,2,201007.768,7583.13,1
49,1,1,2,2,201007.768,5805.04,1
49,1,1,3,3,201007.768,49652.9,1
49,1,1,3,3,201007.768,14077.5,1
49,1,1,3,3,201007.768,10316.3,1
49,1,1,3,3,201007.768,42391.0,1
49,1,1,3,3,201007.768,7131.81,1
49,1,1,3,3,201007.768,8632.5,1
49,1,1,4,4,201007.768,4424.14,1
49,1,1,4,4,201007.768,2566.44,1
49,1,1,4,4,201007.768,6337.15,1
49,1,1,5,5,201007.768,9892.76,1
49,1,1,6,6,201007.768,733.758,1
49,1,1,8,8,201007.768,15195.9,1
49,1,1,10,10,201007.768,2424.4,1
50,3,3,2,4,125737.68000000001,9502.43,1
50,3,3,3,5,125737.68000000001,6120.27,1
50,3,3,3,5,125737.68000000001,17439.2,1
50,3,3,4,6,125737.68000000001,12250.5,1
50,3,3,4,6,125737.68000000001,1150.99,1
50,3,3,4,6,125737.68000000001,29112.7,1
50,3,3,4,6,125737.68000000001,26865.2,1
50,3,3,6,8,125737.68000000001,2019.21,1
50,3,3,6,8,125737.68000000001,2869.35,1
50,3,3,10,12,125737.68000000001,11876.9,0
50,3,3,10,12,125737.68000000001,6530.93,0
51,3,3,2,4,215139.62,5378.94,1
51,3,3,3,5,215139.62,26565.3,1
51,3,3,3,5,215139.62,18258.3,1
51,3,3,4,6,215139.62,2947.61,1
51,3,3,4,6,215139.62,16878.7,1
51,3,3,5,7,215139.62,3945.83,1
51,3,3,5,7,215139.62,1302.87,1
51,3,3,6,8,215139.62,10758.8,1
51,3,3,7,9,215139.62,13115.5,1
51,3,3,10,12,215139.62,16193.0,0
51,3,3,10,12,215139.62,5549.76,0
51,3,3,10,12,215139.62,7437.54,0
51,3,3,11,13,215139.62,7660.47,0
51,3,3,13,15,215139.62,79147.0,0
52,6,6,2,7,57367.344000000005,40995.4,1
52,6,6,2,7,57367.344000000005,4984.01,1
52,6,6,4,9,57367.344000000005,1814.22,1
52,6,6,5,10,57367.344000000005,8803.52,1
52,6,6,7,12,57367.344000000005,770.194,0
53,9,9,1,9,312797.593,4531.57,1
53,9,9,2,10,312797.593,145467.0,1
53,9,9,3,11,312797.593,7598.68,0
53,9,9,3,11,312797.593,181.833,0
53,9,9,4,12,312797.593,35288.9,0
53,9,9,4,12,312797.593,4986.47,0
53,9,9,4,12,312797.593,14888.5,0
53,9,9,5,13,312797.593,16224.5,0
53,9,9,5,13,312797.593,2545.98,0
53,9,9,6,14,312797.593,11229.8,0
53,9,9,6,14,312797.593,4864.99,0
53,9,9,6,14,312797.593,14186.1,0
53,9,9,6,14,312797.593,6748.35,0
53,9,9,6,14,312797.593,7832.86,0
53,9,9,6,14,312797.593,6270.58,0
53,9,9,8,16,312797.593,3110.81,0
53,9,9,11,19,312797.593,21340.0,0
53,9,9,11,19,312797.593,5500.67,0
54,3,3,3,5,110664.15,5990.98,1
54,3,3,3,5,110664.15,27025.5,1
54,3,3,3,5,110664.15,7292.29,1
54,3,3,4,6,110664.15,6852.03,1
54,3,3,4,6,110664.15,2194.08,1
54,3,3,4,6,110664.15,13285.0,1
54,3,3,5,7,110664.15,4734.67,1
54,3,3,5,7,110664.15,2160.4,1
54,3,3,5,7,110664.15,12906.4,1
54,3,3,6,8,110664.15,12320.0,1
54,3,3,18,20,110664.15,15902.8,0
55,1,1,2,2,139375.91,6399.09,1
55,1,1,2,2,139375.91,3980.78,1
55,1,1,2,2,139375.91,2753.56,1
55,1,1,3,3,139375.91,5525.2,1
55,1,1,3,3,139375.91,2307.95,1
55,1,1,3,3,139375.91,4655.84,1
55,1,1,3,3,139375.91,3078.53,1
55,1,1,3,3,139375.91,65857.3,1
55,1,1,4,4,139375.91,10806.5,1
55,1,1,4,4,139375.91,22830.8,1
55,1,1,4,4,139375.91,4912.45,1
55,1,1,4,4,139375.91,6267.91,1
56,2,2,2,3,305856.58,19142.6,1
56,2,2,2,3,305856.58,178745.0,1
56,2,2,3,4,305856.58,29753.4,1
56,2,2,3,4,305856.58,10040.3,1
56,2,2,3,4,305856.58,6955.07,1
56,2,2,4,5,305856.58,9505.79,1
56,2,2,4,5,305856.58,4676.8,1
56,2,2,5,6,305856.58,9473.31,1
56,2,2,6,7,305856.58,3389.81,1
56,2,2,6,7,305856.58,15198.2,1
56,2,2,10,11,305856.58,18976.3,0
57,8,8,3,10,320391.57999999996,9983.18,1
57,8,8,3,10,320391.57999999996,7966.83,1
57,8,8,3,10,320391.57999999996,6048.15,1
57,8,8,3,10,320391.57999999996,1914.62,1
57,8,8,3,10,320391.57999999996,2343.18,1
57,8,8,3,10,320391.57999999996,2992.37,1
57,8,8,3,10,320391.57999999996,12454.3,1
57,8,8,3,10,320391.57999999996,30248.1,1
57,8,8,3,10,320391.57999999996,38792.6,1
57,8,8,3,10,320391.57999999996,5792.82,1
57,8,8,4,11,320391.57999999996,5166.13,0
57,8,8,4,11,320391.57999999996,13722.6,0
57,8,8,4,11,320391.57999999996,8286.97,0
57,8,8,4,11,320391.57999999996,49708.8,0
57,8,8,4,11,320391.57999999996,3521.6,0
57,8,8,5,12,320391.57999999996,6403.18,0
57,8,8,5,12,320391.57999999996,45685.2,0
57,8,8,7,14,320391.57999999996,8286.2,0
57,8,8,7,14,320391.57999999996,9518.15,0
57,8,8,9,16,320391.57999999996,12655.6,0
57,8,8,13,20,320391.57999999996,38901.0,0
58,1,1,3,3,182394.78,7863.73,1
58,1,1,3,3,182394.78,8123.76,1
58,1,1,3,3,182394.78,3704.53,1
58,1,1,3,3,182394.78,2752.8,1
58,1,1,3,3,182394.78,1182.15,1
58,1,1,4,4,182394.78,31552.5,1
58,1,1,4,4,182394.78,15684.5,1
58,1,1,4,4,182394.78,10474.0,1
58,1,1,5,5,182394.78,26646.1,1
58,1,1,5,5,182394.78,3838.19,1
58,1,1,6,6,182394.78,5753.65,1
58,1,1,6,6,182394.78,1214.61,1
58,1,1,7,7,182394.78,48781.3,1
58,1,1,9,9,182394.78,13056.1,1
58,1,1,16,16,182394.78,1766.86,0
59,1,1,2,2,110637.45999999999,14757.4,1
59,1,1,2,2,110637.45999999999,2657.94,1
59,1,1,2,2,110637.45999999999,20021.3,1
59,1,1,2,2,110637.45999999999,5524.14,1
59,1,1,3,3,110637.45999999999,6206.29,1
59,1,1,3,3,110637.45999999999,2560.23,1
59,1,1,3,3,110637.45999999999,10866.1,1
59,1,1,4,4,110637.45999999999,10315.7,1
59,1,1,4,4,110637.45999999999,6455.69,1
59,1,1,4,4,110637.45999999999,8315.42,1
59,1,1,6,6,110637.45999999999,3448.07,1
59,1,1,7,7,110637.45999999999,16008.3,1
59,1,1,12,12,110637.45999999999,3500.88,0
60,9,9,3,11,46942.340000000004,2709.99,0
60,9,9,3,11,46942.340000000004,3192.04,0
60,9,9,3,11,46942.340000000004,1778.86,0
60,9,9,4,12,46942.340000000004,4093.65,0
60,9,9,4,12,46942.340000000004,2851.17,0
60,9,9,7,15,46942.340000000004,3905.7,0
60,9,9,9,17,46942.340000000004,25974.9,0
60,9,9,11,19,46942.340000000004,2436.03,0
61,5,5,2,6,243713.57,4048.85,1
61,5,5,2,6,243713.57,44740.6,1
61,5,5,3,7,243713.57,7832.71,1
61,5,5,3,7,243713.57,67353.2,1
61,5,5,3,7,243713.57,6141.77,1
61,5,5,4,8,243713.57,47919.2,1
61,5,5,4,8,243713.57,2667.21,1
61,5,5,4,8,243713.57,5097.57,1
61,5,5,5,9,243713.57,7849.45,1
61,5,5,6,10,243713.57,21848.4,1
61,5,5,8,12,243713.57,4606.21,0
61,5,5,8,12,243713.57,23608.4,0
62,4,4,1,4,135047.517,4586.12,1
62,4,4,2,5,135047.517,4191.06,1
62,4,4,2,5,135047.517,5375.67,1
62,4,4,3,6,135047.517,1638.45,1
62,4,4,3,6,135047.517,15497.9,1
62,4,4,3,6,135047.517,11899.5,1
62,4,4,3,6,135047.517,45976.5,1
62,4,4,4,7,135047.517,3328.87,1
62,4,4,4,7,135047.517,2306.61,1
62,4,4,4,7,135047.517,916.407,1
62,4,4,5,8,135047.517,1218.76,1
62,4,4,6,9,135047.517,1227.24,1
62,4,4,7,10,135047.517,5637.43,1
62,4,4,9,12,135047.517,16042.1,0
62,4,4,17,20,135047.517,15204.9,0
63,9,9,2,10,281262.1,57133.7,1
63,9,9,2,10,281262.1,8068.0,1
63,9,9,2,10,281262.1,10102.7,1
63,9,9,2,10,281262.1,10884.6,1
63,9,9,3,11,281262.1,10432.7,0
63,9,9,3,11,281262.1,30564.2,0
63,9,9,3,11,281262.1,10085.2,0
63,9,9,3,11,281262.1,33563.6,0
63,9,9,3,11,281262.1,35427.2,0
63,9,9,4,12,281262.1,4149.82,0
63,9,9,4,12,281262.1,6563.95,0
63,9,9,4,12,281262.1,8816.4,0
63,9,9,5,13,281262.1,8015.06,0
63,9,9,5,13,281262.1,6826.46,0
63,9,9,7,15,281262.1,9072.01,0
63,9,9,8,16,281262.1,8998.58,0
63,9,9,8,16,281262.1,20963.0,0
63,9,9,8,16,281262.1,1594.92,0
64,3,3,2,4,67982.29000000001,1318.5,1
64,3,3,2,4,67982.29000000001,4914.71,1
64,3,3,2,4,67982.29000000001,6340.66,1
64,3,3,2,4,67982.29000000001,1437.2,1
64,3,3,3,5,67982.29000000001,3693.35,1
64,3,3,3,5,67982.29000000001,6219.77,1
64,3,3,3,5,67982.29000000001,5232.88,1
64,3,3,4,6,67982.29000000001,10931.1,1
64,3,3,4,6,67982.29000000001,10900.6,1
64,3,3,8,10,67982.29000000001,8843.87,1
64,3,3,9,11,67982.29000000001,8149.65,0
65,1,1,2,2,176712.953,7203.62,1
65,1,1,3,3,176712.953,4902.49,1
65,1,1,3,3,176712.953,7727.18,1
65,1,1,3,3,176712.953,11567.6,1
65,1,1,4,4,176712.953,855.813,1
65,1,1,4,4,176712.953,13040.6,1
65,1,1,4,4,176712.953,24560.4,1
65,1,1,4,4,176712.953,24271.6,1
65,1,1,5,5,176712.953,7895.2,1
65,1,1,5,5,176712.953,2682.21,1
65,1,1,5,5,176712.953,10979.9,1
65,1,1,5,5,176712.953,5656.69,1
65,1,1,6,6,176712.953,8530.9,1
65,1,1,7,7,176712.953,10774.1,1
65,1,1,7,7,176712.953,31827.9,1
65,1,1,20,20,176712.953,4236.75,0
66,6,6,2,7,135023.35,9082.43,1
66,6,6,3,8,135023.35,2161.27,1
66,6,6,3,8,135023.35,4736.74,1
66,6,6,4,9,135023.35,2549.39,1
66,6,6,5,10,135023.35,10340.3,1
66,6,6,5,10,135023.35,33620.9,1
66,6,6,6,11,135023.35,36092.4,0
66,6,6,6,11,135023.35,4696.52,0
66,6,6,6,11,135023.35,10167.6,0
66,6,6,9,14,135023.35,21575.8,0
67,8,8,2,9,295454.878,6408.11,1
67,8,8,2,9,295454.878,941.228,1
67,8,8,2,9,295454.878,13579.0,1
67,8,8,3,10,295454.878,4050.17,1
67,8,8,3,10,295454.878,13709.1,1
67,8,8,3,10,295454.878,25071.4,1
67,8,8,4,11,295454.878,19021.3,0
67,8,8,4,11,295454.878,11100.8,0
67,8,8,4,11,295454.878,19083.7,0
67,8,8,5,12,295454.878,50282.2,0
67,8,8,5,12,295454.878,8602.72,0
67,8,8,6,13,295454.878,13686.7,0
67,8,8,6,13,295454.878,4014.42,0
67,8,8,6,13,295454.878,20627.3,0
67,8,8,6,13,295454.878,20949.6,0
67,8,8,9,16,295454.878,55327.2,0
67,8,8,13,20,295454.878,8999.93,0
68,6,6,2,7,200319.25,12100.6,1
68,6,6,3,8,200319.25,60544.3,1
68,6,6,3,8,200319.25,9032.51,1
68,6,6,4,9,200319.25,4308.87,1
68,6,6,4,9,200319.25,9761.75,1
68,6,6,4,9,200319.25,10281.4,1
68,6,6,4,9,200319.25,2638.42,1
68,6,6,5,10,200319.25,37159.7,1
68,6,6,5,10,200319.25,37186.4,1
68,6,6,6,11,200319.25,17305.3,0
69,9,9,3,11,164113.02000000002,9618.38,0
69,9,9,3,11,164113.02000000002,3313.52,0
69,9,9,3,11,164113.02000000002,25744.9,0
69,9,9,3,11,164113.02000000002,42942.4,0
69,9,9,4,12,164113.02000000002,15610.1,0
69,9,9,4,12,164113.02000000002,31114.1,0
69,9,9,4,12,164113.02000000002,1363.82,0
69,9,9,5,13,164113.02000000002,12321.6,0
69,9,9,7,15,164113.02000000002,22084.2,0
70,6,6,2,7,183410.21,15810.4,1
70,6,6,2,7,183410.21,26315.4,1
70,6,6,2,7,183410.21,5851.04,1
70,6,6,2,7,183410.21,5346.36,1
70,6,6,2,7,183410.21,14419.4,1
70,6,6,3,8,183410.21,10197.0,1
70,6,6,3,8,183410.21,7647.15,1
70,6,6,3,8,183410.21,2465.07,1
70,6,6,3,8,183410.21,3087.24,1
70,6,6,3,8,183410.21,2381.63,1
70,6,6,3,8,183410.21,6199.76,1
70,6,6,4,9,183410.21,1946.43,1
70,6,6,4,9,183410.21,4227.83,1
70,6,6,5,10,183410.21,15252.4,1
70,6,6,6,11,183410.21,3784.85,0
70,6,6,8,13,183410.21,4491.05,0
70,6,6,8,13,183410.21,4928.83,0
70,6,6,8,13,183410.21,3144.04,0
70,6,6,9,14,183410.21,2953.63,0
70,6,6,10,15,183410.21,21355.4,0
70,6,6,14,19,183410.21,21605.3,0
71,10,10,2,11,186647.01,6257.64,0
71,10,10,2,11,186647.01,9524.43,0
71,10,10,3,12,186647.01,17733.7,0
71,10,10,3,12,186647.01,15805.6,0
71,10,10,3,12,186647.01,2065.29,0
71,10,10,3,12,186647.01,5709.78,0
71,10,10,4,13,186647.01,2900.64,0
71,10,10,4,13,186647.01,7700.89,0
71,10,10,4,13,186647.01,16211.6,0
71,10,10,4,13,186647.01,7068.92,0
71,10,10,4,13,186647.01,4371.02,0
71,10,10,5,14,186647.01,14037.4,0
71,10,10,5,14,186647.01,8723.39,0
71,10,10,5,14,186647.01,15298.6,0
71,10,10,6,15,186647.01,5034.69,0
71,10,10,6,15,186647.01,25090.0,0
71,10,10,6,15,186647.01,5672.99,0
71,10,10,6,15,186647.01,3002.47,0
71,10,10,9,18,186647.01,2885.97,0
71,10,10,9,18,186647.01,4161.07,0
71,10,10,11,20,186647.01,7390.92,0
72,9,9,2,10,166632.9,13134.2,1
72,9,9,3,11,166632.9,3225.44,0
72,9,9,3,11,166632.9,7714.75,0
72,9,9,4,12,166632.9,12974.9,0
72,9,9,4,12,166632.9,22604.3,0
72,9,9,5,13,166632.9,10093.4,0
72,9,9,5,13,166632.9,611.45,0
72,9,9,5,13,166632.9,21777.7,0
72,9,9,5,13,166632.9,35739.4,0
72,9,9,6,14,166632.9,8998.96,0
72,9,9,8,16,166632.9,10799.7,0
72,9,9,8,16,166632.9,18958.7,0
73,8,8,2,9,80127.66,3751.13,1
73,8,8,2,9,80127.66,21433.2,1
73,8,8,2,9,80127.66,2298.75,1
73,8,8,2,9,80127.66,9466.67,1
73,8,8,2,9,80127.66,2281.74,1
73,8,8,3,10,80127.66,1694.05,1
73,8,8,3,10,80127.66,7474.92,1
73,8,8,4,11,80127.66,4522.43,0
73,8,8,4,11,80127.66,14407.6,0
73,8,8,4,11,80127.66,3953.08,0
73,8,8,6,13,80127.66,8844.09,0
74,9,9,2,10,164212.91,15344.3,1
74,9,9,2,10,164212.91,9724.1,1
74,9,9,2,10,164212.91,6295.17,1
74,9,9,2,10,164212.91,13743.4,1
74,9,9,3,11,164212.91,6855.55,0
74,9,9,3,11,164212.91,24402.6,0
74,9,9,3,11,164212.91,22356.8,0
74,9,9,4,12,164212.91,4197.41,0
74,9,9,4,12,164212.91,16590.9,0
74,9,9,4,12,164212.91,7697.92,0
74,9,9,4,12,164212.91,4045.84,0
74,9,9,4,12,164212.91,527.63,0
74,9,9,5,13,164212.91,18046.4,0
74,9,9,5,13,164212.91,3102.64,0
74,9,9,6,14,164212.91,1942.36,0
74,9,9,7,15,164212.91,1913.93,0
74,9,9,7,15,164212.91,2912.05,0
74,9,9,9,17,164212.91,2665.73,0
74,9,9,10,18,164212.91,1848.18,0
75,1,1,3,3,117346.65,1555.76,1
75,1,1,3,3,117346.65,2237.62,1
75,1,1,4,4,117346.65,48122.9,1
75,1,1,4,4,117346.65,5664.96,1
75,1,1,4,4,117346.65,18920.5,1
75,1,1,6,6,117346.65,1992.31,1
75,1,1,9,9,117346.65,5229.57,1
75,1,1,10,10,117346.65,23033.9,1
75,1,1,11,11,117346.65,4777.19,0
75,1,1,11,11,117346.65,1745.41,0
75,1,1,15,15,117346.65,4066.53,0
76,4,4,2,5,77775.32500000001,2526.43,1
76,4,4,3,6,77775.32500000001,12041.0,1
76,4,4,3,6,77775.32500000001,3271.53,1
76,4,4,3,6,77775.32500000001,7737.35,1
76,4,4,3,6,77775.32500000001,5834.31,1
76,4,4,3,6,77775.32500000001,819.155,1
76,4,4,4,7,77775.32500000001,1301.17,1
76,4,4,5,8,77775.32500000001,5338.01,1
76,4,4,5,8,77775.32500000001,3163.78,1
76,4,4,6,9,77775.32500000001,8624.07,1
76,4,4,7,10,77775.32500000001,7564.62,1
76,4,4,10,13,77775.32500000001,19553.9,0
77,5,5,2,6,133890.34,10090.7,1
77,5,5,3,7,133890.34,5453.22,1
77,5,5,3,7,133890.34,4599.41,1
77,5,5,3,7,133890.34,47741.7,1
77,5,5,4,8,133890.34,4858.65,1
77,5,5,5,9,133890.34,2521.39,1
77,5,5,5,9,133890.34,19598.1,1
77,5,5,7,11,133890.34,17207.2,0
77,5,5,8,12,133890.34,3446.27,0
77,5,5,11,15,133890.34,18373.7,0
78,6,6,2,7,207059.652,64787.8,1
78,6,6,2,7,207059.652,25619.1,1
78,6,6,3,8,207059.652,592.842,1
78,6,6,3,8,207059.652,12519.8,1
78,6,6,3,8,207059.652,5298.62,1
78,6,6,3,8,207059.652,14779.0,1
78,6,6,4,9,207059.652,3758.05,1
78,6,6,4,9,207059.652,15605.2,1
78,6,6,5,10,207059.652,8428.23,1
78,6,6,6,11,207059.652,9773.2,0
78,6,6,9,14,207059.652,39140.3,0
78,6,6,9,14,207059.652,6757.51,0
79,2,2,2,3,147010.4,13310.8,1
79,2,2,3,4,147010.4,10086.4,1
79,2,2,3,4,147010.4,29925.7,1
79,2,2,3,4,147010.4,3234.47,1
79,2,2,3,4,147010.4,20346.9,1
79,2,2,3,4,147010.4,3568.11,1
79,2,2,5,6,147010.4,16638.1,1
79,2,2,5,6,147010.4,7163.65,1
79,2,2,5,6,147010.4,5314.37,1
79,2,2,5,6,147010.4,6867.65,1
79,2,2,9,10,147010.4,23706.2,1
79,2,2,9,10,147010.4,6848.05,1
80,5,5,1,5,92625.474,9610.44,1
80,5,5,2,6,92625.474,7126.56,1
80,5,5,2,6,92625.474,2118.29,1
80,5,5,3,7,92625.474,2534.33,1
80,5,5,3,7,92625.474,11573.6,1
80,5,5,3,7,92625.474,37393.6,1
80,5,5,3,7,92625.474,6965.86,1
80,5,5,5,9,92625.474,761.134,1
80,5,5,6,10,92625.474,2315.08,1
80,5,5,6,10,92625.474,7741.42,1
80,5,5,7,11,92625.474,1179.8,0
80,5,5,12,16,92625.474,3305.36,0
81,8,8,2,9,165605.13999999998,1713.65,1
81,8,8,2,9,165605.13999999998,3700.73,1
81,8,8,2,9,165605.13999999998,9301.11,1
81,8,8,2,9,165605.13999999998,12516.1,1
81,8,8,2,9,165605.13999999998,4618.97,1
81,8,8,2,9,165605.13999999998,21594.5,1
81,8,8,2,9,165605.13999999998,2391.94,1
81,8,8,3,10,165605.13999999998,9159.7,1
81,8,8,3,10,165605.13999999998,19481.2,1
81,8,8,3,10,165605.13999999998,20573.4,1
81,8,8,3,10,165605.13999999998,6113.88,1
81,8,8,4,11,165605.13999999998,37064.2,0
81,8,8,4,11,165605.13999999998,6363.22,0
81,8,8,4,11,165605.13999999998,6222.35,0
81,8,8,5,12,165605.13999999998,2589.1,0
81,8,8,8,15,165605.13999999998,2201.09,0
82,4,4,2,5,172439.2,16860.4,1
82,4,4,3,6,172439.2,16945.2,1
82,4,4,3,6,172439.2,5827.94,1
82,4,4,3,6,172439.2,7435.73,1
82,4,4,3,6,172439.2,32251.3,1
82,4,4,4,7,172439.2,4733.84,1
82,4,4,4,7,172439.2,3286.17,1
82,4,4,4,7,172439.2,8022.63,1
82,4,4,6,9,172439.2,73189.4,1
82,4,4,6,9,172439.2,2020.2,1
82,4,4,15,18,172439.2,1866.39,0
83,10,10,2,11,47071.17,7516.27,0
83,10,10,3,12,47071.17,6332.49,0
83,10,10,4,13,47071.17,9934.94,0
83,10,10,4,13,47071.17,4583.14,0
83,10,10,7,16,47071.17,8843.75,0
83,10,10,8,17,47071.17,5881.87,0
83,10,10,11,20,47071.17,3978.71,0
84,4,4,2,5,222025.26,6447.43,1
84,4,4,3,6,222025.26,8984.98,1
84,4,4,3,6,222025.26,2993.42,1
84,4,4,3,6,222025.26,2019.62,1
84,4,4,3,6,222025.26,7818.55,1
84,4,4,3,6,222025.26,2962.79,1
84,4,4,4,7,222025.26,15087.8,1
84,4,4,4,7,222025.26,11622.0,1
84,4,4,4,7,222025.26,2035.22,1
84,4,4,5,8,222025.26,28489.7,1
84,4,4,5,8,222025.26,3487.06,1
84,4,4,5,8,222025.26,19550.1,1
84,4,4,8,11,222025.26,4137.59,0
84,4,4,8,11,222025.26,18137.9,0
84,4,4,11,14,222025.26,38750.1,0
84,4,4,11,14,222025.26,36169.5,0
84,4,4,17,20,222025.26,13331.5,0
85,6,6,2,7,184211.3,15494.0,1
85,6,6,2,7,184211.3,21129.9,1
85,6,6,2,7,184211.3,12244.5,1
85,6,6,3,8,184211.3,10034.2,1
85,6,6,3,8,184211.3,4604.51,1
85,6,6,3,8,184211.3,21006.6,1
85,6,6,3,8,184211.3,13078.8,1
85,6,6,3,8,184211.3,7785.6,1
85,6,6,3,8,184211.3,6249.63,1
85,6,6,4,9,184211.3,54531.2,1
85,6,6,5,10,184211.3,4439.75,1
85,6,6,5,10,184211.3,3016.4,1
85,6,6,8,13,184211.3,5754.47,0
85,6,6,10,15,184211.3,4841.74,0
86,9,9,2,10,272987.9,1492.76,1
86,9,9,2,10,272987.9,55952.9,1
86,9,9,3,11,272987.9,6353.9,0
86,9,9,3,11,272987.9,4477.49,0
86,9,9,3,11,272987.9,15581.8,0
86,9,9,4,12,272987.9,10995.2,0
86,9,9,4,12,272987.9,10078.8,0
86,9,9,4,12,272987.9,19002.6,0
86,9,9,5,13,272987.9,28833.5,0
86,9,9,5,13,272987.9,7859.94,0
86,9,9,5,13,272987.9,6049.81,0
86,9,9,6,14,272987.9,52545.9,0
86,9,9,7,15,272987.9,8238.0,0
86,9,9,9,17,272987.9,18009.9,0
86,9,9,12,20,272987.9,27515.4,0
87,4,4,1,4,265567.612,13087.5,1
87,4,4,2,5,265567.612,8343.02,1
87,4,4,2,5,265567.612,21541.1,1
87,4,4,2,5,265567.612,2208.11,1
87,4,4,2,5,265567.612,21199.2,1
87,4,4,2,5,265567.612,2727.89,1
87,4,4,2,5,265567.612,3090.31,1
87,4,4,3,6,265567.612,7189.09,1
87,4,4,3,6,265567.612,5332.51,1
87,4,4,3,6,265567.612,8727.01,1
87,4,4,3,6,265567.612,1938.67,1
87,4,4,3,6,265567.612,10642.1,1
87,4,4,3,6,265567.612,7690.09,1
87,4,4,4,7,265567.612,3268.88,1
87,4,4,4,7,265567.612,10868.7,1
87,4,4,4,7,265567.612,110954.0,1
87,4,4,5,8,265567.612,583.982,1
87,4,4,7,10,265567.612,12199.7,1
87,4,4,8,11,265567.612,7651.24,0
87,4,4,9,12,265567.612,6324.51,0
88,4,4,1,4,198050.14500000002,5986.16,1
88,4,4,2,5,198050.14500000002,777.095,1
88,4,4,2,5,198050.14500000002,1492.48,1
88,4,4,2,5,198050.14500000002,17420.4,1
88,4,4,2,5,198050.14500000002,1620.35,1
88,4,4,2,5,198050.14500000002,7859.05,1
88,4,4,3,6,198050.14500000002,5509.78,1
88,4,4,3,6,198050.14500000002,9966.52,1
88,4,4,3,6,198050.14500000002,1016.83,1
88,4,4,3,6,198050.14500000002,1401.83,1
88,4,4,3,6,198050.14500000002,5155.55,1
88,4,4,4,7,198050.14500000002,13564.3,1
88,4,4,4,7,198050.14500000002,12555.6,1
88,4,4,4,7,198050.14500000002,55302.7,1
88,4,4,5,8,198050.14500000002,7225.68,1
88,4,4,7,10,198050.14500000002,5474.68,1
88,4,4,8,11,198050.14500000002,6205.84,0
88,4,4,17,20,198050.14500000002,39515.3,0
89,5,5,2,6,174319.78999999998,44710.7,1
89,5,5,2,6,174319.78999999998,68326.4,1
89,5,5,4,8,174319.78999999998,15034.4,1
89,5,5,4,8,174319.78999999998,6687.95,1
89,5,5,4,8,174319.78999999998,3449.69,1
89,5,5,4,8,174319.78999999998,5193.33,1
89,5,5,5,9,174319.78999999998,4229.77,1
